40600,조작-대다,동사,주책없이 잘난 체하며 자꾸 떠들다.,비슷한말 조작-거리다
40664,조작조작-하다,동사,자꾸 주책없이 잘난 체하며 떠들다.,비슷한말 조작-거리다
40688,조잔-거리다,동사,때를 가리지 않고 군음식을 점잖지 않게 자꾸 먹다.,"비슷한말 조잔-대다, 조잔조잔-하다
참고 어휘 주전-거리다"
40691,조잔-대다,동사,때를 가리지 않고 군음식을 점잖지 않게 자꾸 먹다.,비슷한말 조잔-거리다
40693,조잔부리-하다,동사,때를 가리지 않고 군음식을 자꾸 먹다.,
40696,조잔조잔-하다,동사,때를 가리지 않고 자꾸 군음식을 점잖지 아니하게 먹다.,비슷한말 조잔-거리다
40701,조잘-거리다,동사,조금 낮은 목소리로 빠르게 말을 계속하다.,"비슷한말 조잘-대다, 조잘조잘-하다
참고 어휘 주절-거리다, 쪼잘-거리다"
40705,조잘-대다,동사,조금 낮은 목소리로 빠르게 말을 계속하다.,비슷한말 조잘-거리다
40711,조잘조잘-하다,동사,조금 낮은 목소리로 말을 빠르게 계속하다.,비슷한말 조잘-거리다
40720,조잡-들다,동사,생물체가 잔병이 많아서 잘 자라지 못하거나 생기가 없어지다.,
41427,조지다,동사,짜임새가 느슨하지 않도록 단단히 맞추어서 박다.,
41963,조촘-거리다,동사,어떤 행동이나 걸음 따위가 망설여지며 자꾸 머뭇거리게 되다. 또는 어떤 행동이나 걸음 따위를 망설이며 자꾸 머뭇거리다.,"비슷한말 조촘-대다, 조촘조촘-하다"
41964,조촘-대다,동사,어떤 행동이나 걸음 따위가 망설여지며 자꾸 머뭇대게 되다. 또는 어떤 행동이나 걸음 따위를 망설이며 자꾸 머뭇대다.,비슷한말 조촘-거리다
41968,조촘조촘-하다,동사,어떤 걸음이나 행동 따위가 망설여지며 자꾸 머뭇거리게 되다. 또는 어떤 걸음이나 행동 따위를 망설이며 자꾸 머뭇거리다.,비슷한말 조촘-거리다
41970,조촘-하다,동사,망설이거나 가볍게 놀라서 갑자기 멈칫하거나 몸이 옴츠러들다. 또는 몸을 옴츠리다.,
42997,족대기다,동사,다른 사람을 견디지 못할 정도로 볶아치다.,
43290,족족-거리다,동사,입으로 힘차게 빠는 소리를 잇따라 내다.,비슷한말 족족-대다
43291,족족-대다,동사,입으로 힘차게 빠는 소리를 잇따라 내다.,비슷한말 족족-거리다
43355,족치다,동사,견디지 못하도록 매우 볶아치다.,
43471,존득-거리다,동사,음식물 따위가 검질겨서 매우 끈기 있고 졸깃졸깃한 느낌이 들다.,"비슷한말 존득-대다, 존득존득-하다
참고 어휘 준득-거리다, 쫀득-거리다"
43473,존득-대다,동사,음식물 따위가 검질겨서 매우 끈기 있고 졸깃졸깃한 느낌이 들다.,비슷한말 존득-거리다
43477,존득존득-하다,동사,음식물 따위가 검질겨서 매우 끈기 있고 졸깃졸깃하게 씹히는 느낌이 들다.,비슷한말 존득-거리다
43923,졸금-거리다,동사,눈물 따위의 액체가 조금씩 자꾸 나왔다 그쳤다 하다. 또는 그렇게 되게 하다.,"비슷한말 졸금-대다, 졸금졸금-하다"
43927,졸금-대다,동사,눈물 따위의 액체가 조금씩 자꾸 나왔다 그쳤다 하다. 또는 그렇게 되게 하다.,비슷한말 졸금-거리다
43935,졸금졸금-하다,동사,눈물 따위의 액체가 자꾸 조금씩 나왔다 그쳤다 하다. 또는 그렇게 되게 하다.,비슷한말 졸금-거리다
43939,졸금-하다,동사,눈물 따위의 액체가 조금 나오다가 그치다. 또는 그렇게 되게 하다.,
43959,졸다,동사,잠을 자려고 하지 않으나 저절로 잠이 드는 상태로 자꾸 접어들다.,
43977,졸-들다,동사,발육이 부진하고 주접이 들다.,
43996,졸라-매다,동사,느슨하지 않도록 단단히 동여매다.,참고 어휘 잘라-매다
44008,졸랑-거리다,동사,물 따위가 잔물결을 이루며 자꾸 흔들리다.,"비슷한말 졸랑-대다, 졸랑졸랑-하다
참고 어휘 줄렁-거리다, 쫄랑-거리다, 촐랑-거리다"
44010,졸랑-대다,동사,물 따위가 잔물결을 이루며 자꾸 흔들리다.,비슷한말 졸랑-거리다
44012,졸랑-이다,동사,물 따위가 잔물결을 이루며 흔들리다.,
44017,졸랑졸랑-하다,동사,물 따위가 자꾸 잔물결을 이루며 흔들리다.,비슷한말 졸랑-거리다
44025,졸래졸래-하다,동사,까불거리며 경망스럽게 행동하다.,
44059,졸리다,동사,자고 싶은 느낌이 들다.,
44195,졸아-들다,동사,액체가 증발하여 그 분량이 적어지다.,
44198,졸아-붙다,동사,바짝 졸아들어 물기가 거의 없어지다.,
44284,졸-이다,동사,속을 태우다시피 초조해하다.,
44294,졸-자라다,동사,키나 신체의 부분이 기준에 못 미치게 자라다.,
44298,졸-잡다,동사,어느 표준보다 낮추어 헤아려 보다.,참고 어휘 줄-잡다
44312,졸졸-거리다,동사,가는 물줄기 따위가 부드럽게 흐르는 소리가 잇따라 나다.,비슷한말 졸졸-대다
44314,졸졸-대다,동사,가는 물줄기 따위가 부드럽게 흐르는 소리가 잇따라 나다.,비슷한말 졸졸-거리다
44453,좀도둑질-하다,동사,자질구레한 물건을 훔치다.,비슷한말 좀도적질-하다(좀盜賊질하다)
44478,좀-먹다,동사,좀이 쏠다.,
44730,좁아-지다,동사,좁게 되다.,
44731,좁아-터지다,동사,공간이나 면적이 매우 좁은 느낌이 나다.,
45297,종그리다,동사,귀나 입술 따위를 살짝 내밀거나 세우다.,참고 어휘 쫑그리다
45325,종기다,동사,매듭에서 올 맨 실을 자새에 옮겨 감다.,
45366,종노릇-하다,동사,종의 행세를 하다.,
45478,종달-거리다,동사,불만스러운 태도로 자꾸 종알거리다.,"비슷한말 종달-대다, 종달종달-하다
참고 어휘 중덜-거리다, 쫑달-거리다"
45479,종달-대다,동사,불만스러운 태도로 자꾸 종알대다.,비슷한말 종달-거리다
45490,종달종달-하다,동사,자꾸 불만스러운 태도로 종알거리다.,비슷한말 종달-거리다
45962,종부돋움-하다,동사,물건을 높이 차곡차곡 쌓아 올리다.,
46092,종살이-하다,동사,"예전에, 남의 종노릇을 하다.",
46510,종알-거리다,동사,남이 잘 알아듣지 못할 정도의 작은 목소리로 혼잣말을 자꾸 하다.,"비슷한말 종알-대다, 종알종알-하다
참고 어휘 중얼-거리다, 쫑알-거리다"
46511,종알-대다,동사,남이 잘 알아듣지 못할 정도의 작은 목소리로 혼잣말을 자꾸 하다.,비슷한말 종알-거리다
46513,종알종알-하다,동사,남이 잘 알아듣지 못할 정도의 작은 목소리로 자꾸 혼잣말을 하다.,비슷한말 종알-거리다
47063,종잘-거리다,동사,수다스럽게 종알거리다.,"비슷한말 종잘-대다, 종잘종잘-하다
참고 어휘 중절-거리다, 쫑잘-거리다"
47064,종잘-대다,동사,수다스럽게 종알대다.,비슷한말 종잘-거리다
47067,종잘종잘-하다,동사,자꾸 수다스럽게 종알거리다.,비슷한말 종잘-거리다
47068,종-잡다,동사,대중으로 헤아려 잡다.,
47234,종종-거리다,동사,발걸음을 가까이 자주 떼며 계속 빨리 걷다.,비슷한말 종종-대다
47240,종종-대다,동사,발걸음을 가까이 자주 떼며 계속 빨리 걷다.,비슷한말 종종-거리다
47390,종질-하다,동사,남의 종노릇을 하다.,
47980,좇다,동사,"목표, 이상, 행복 따위를 추구하다.",
47988,좇아-가다,동사,남의 말이나 뜻을 따라가다.,
47990,좇아-오다,동사,남의 말이나 뜻을 따라오다.,
48020,좋아-지내다,동사,남녀가 정분이 나서 친하게 지내다.,
48021,좋아-하다,동사,어떤 일이나 사물 따위에 대하여 좋은 느낌을 가지다.,
48285,좌르르-하다,동사,물줄기 따위가 잇따라 세차게 쏟아지는 소리가 나다.,
48291,좌르륵-거리다,동사,물줄기나 작은 물체 따위가 세차게 쏟아지는 소리가 자꾸 나다.,"비슷한말 좌르륵-대다, 좌르륵좌르륵-하다"
48293,좌르륵-대다,동사,물줄기나 작은 물체 따위가 세차게 쏟아지는 소리가 자꾸 나다.,비슷한말 좌르륵-거리다
48297,좌르륵좌르륵-하다,동사,물줄기나 작은 물체 따위가 자꾸 세차게 쏟아지는 소리가 나다.,비슷한말 좌르륵-거리다
48299,좌르륵-하다,동사,물줄기나 작은 물체 따위가 한 번 세차게 쏟아지는 소리가 나다.,
49123,좍좍-하다,동사,넓은 범위나 여러 갈래로 자꾸 흩어져 퍼지다.,
49133,좔좔-거리다,동사,많은 양의 액체가 세차게 흐르는 소리가 자꾸 나다.,비슷한말 좔좔-대다
49134,좔좔-대다,동사,많은 양의 액체가 세차게 흐르는 소리가 자꾸 나다.,비슷한말 좔좔-거리다
49135,좔좔-하다,동사,많은 양의 액체가 세차게 흐르는 소리가 나다.,
49168,좽이질-하다,동사,좽이를 던져서 물고기를 잡다.,
49222,죄다,동사,느슨하거나 헐거운 것을 단단하거나 팽팽하게 하다. 또는 그렇게 되다.,비슷한말 조이다
49330,죄암질-하다,동사,젖먹이가 두 손을 쥐었다 폈다 하며 재롱을 부리다.,
49332,죄어-들다,동사,안으로 바싹 죄어 오그라들다.,"준말 좨-들다
비슷한말 조여-들다"
49336,죄어-치다,동사,죄어서 몰아치다.,준말 좨-치다
49386,죄죄-거리다,동사,빠르게 자꾸 지껄이다.,비슷한말 죄죄-대다
49387,죄죄-대다,동사,빠르게 자꾸 지껄이다.,비슷한말 죄죄-거리다
49962,주고-받다,동사,서로 주기도 하고 받기도 하다.,
,어휘,품사,뜻풀이,관련 어휘
4336,월거덕-거리다,동사,크고 단단한 물건들이 서로 거칠게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"준말 월걱-거리다
비슷한말 월거덕-대다, 월거덕월거덕-하다
참고 어휘 왈가닥-거리다, 월커덕-거리다"
4337,월거덕-대다,동사,크고 단단한 물건들이 서로 거칠게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"준말 월걱-대다
비슷한말 월거덕-거리다, 월거덕월거덕-하다
참고 어휘 왈가닥-대다, 월커덕-대다"
4339,월거덕덜거덕-하다,동사,크고 단단한 물건들이 자꾸 서로 거칠게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,"준말 월걱덜걱-하다
참고 어휘 왈가닥달가닥-하다, 월커덕덜커덕-하다"
4341,월거덕월거덕-하다,동사,크고 단단한 물건들이 자꾸 서로 거칠게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,"준말 월걱월걱-하다
비슷한말 월거덕-거리다, 월거덕-대다
참고 어휘 왈가닥왈가닥-하다, 월커덕월커덕-하다"
4342,월거덕-하다,동사,크고 단단한 물건들이 서로 거칠게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,"준말 월걱-하다
참고 어휘 왈가닥-하다, 월커덕-하다"
4344,월거덩-거리다,동사,‘월겅거리다’의 본말.,"준말 월겅-거리다
비슷한말 월거덩-대다, 월거덩월거덩-하다
참고 어휘 왈가당-거리다"
4345,월거덩-대다,동사,‘월겅대다’의 본말.,"준말 월겅-대다
비슷한말 월거덩-거리다, 월거덩월거덩-하다
참고 어휘 왈가당-대다"
4347,월거덩월거덩-하다,동사,‘월겅월겅하다’의 본말.,"준말 월겅월겅-하다
비슷한말 월거덩-거리다, 월거덩-대다
참고 어휘 왈가당왈가당-하다"
4348,월거덩-하다,동사,‘월겅하다’의 본말.,"준말 월겅-하다
참고 어휘 왈가당-하다"
4360,월겅-거리다,동사,크고 든든한 물건들이 서로 부딪치면서 울리는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"본말 월거덩-거리다
비슷한말 월겅-대다, 월겅월겅-하다
참고 어휘 왈강-거리다, 월컹-거리다"
4361,월겅-대다,동사,크고 든든한 물건들이 서로 부딪치면서 울리는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"본말 월거덩-대다
비슷한말 월겅-거리다, 월겅월겅-하다
참고 어휘 왈강-대다, 월컹-대다"
4363,월겅덜겅-하다,동사,크고 단단한 물건들이 거칠고 어수선하게 자꾸 부딪치는 소리가 나다. 또는 그런 소리를 내다.,
4365,월겅월겅-하다,동사,크고 든든한 물건들이 자꾸 서로 부딪치면서 울리는 소리가 나다. 또는 그런 소리를 내다.,"본말 월거덩월거덩-하다
비슷한말 월겅-거리다, 월겅-대다
참고 어휘 왈강왈강-하다, 월컹월컹-하다"
4366,월겅-하다,동사,크고 든든한 물건들이 서로 부딪치면서 울리는 소리가 나다. 또는 그런 소리를 내다.,"본말 월거덩-하다
참고 어휘 왈강-하다, 월컹-하다"
4720,월떡월떡-하다,동사,먹은 것이 갑자기 잇따라 마구 게워지다.,
5320,월커덕-거리다,동사,급자기 먹은 것이 자꾸 다 게워지다. 또는 그렇게 되게 하다.,"준말 월컥-거리다
비슷한말 월커덕-대다, 월커덕월커덕-하다
참고 어휘 왈카닥-거리다"
5326,월커덕-대다,동사,급자기 먹은 것이 자꾸 다 게워지다. 또는 그렇게 되게 하다.,"준말 월컥-대다
비슷한말 월커덕-거리다, 월커덕월커덕-하다
참고 어휘 왈카닥-대다"
5333,월커덕덜커덕-하다,동사,크고 단단한 물건들이 자꾸 서로 매우 거칠게 닿아서 부딪치는 소리가 나다. 또는 그런 소리를 내다.,"준말 월컥덜컥-하다
참고 어휘 왈카닥달카닥-하다, 월거덕덜거덕-하다"
5340,월커덕월커덕-하다,동사,급자기 자꾸 먹은 것이 다 게워 지다. 또는 그렇게 되게 하다.,"준말 월컥월컥-하다
비슷한말 월커덕-거리다, 월커덕-대다
참고 어휘 왈카닥왈카닥-하다"
5346,월커덕-하다,동사,급자기 먹은 것이 다 게워지다. 또는 그렇게 되게 하다.,"준말 월컥-하다
참고 어휘 왈카닥-하다"
5997,웨죽-거리다,동사,팔을 훼훼 내저으며 계속 느릿느릿 걸어가다.,"비슷한말 웨죽-대다, 웨죽웨죽-하다
참고 어휘 왜죽-거리다"
5999,웨죽-대다,동사,팔을 훼훼 내저으며 계속 느릿느릿 걸어가다.,비슷한말 웨죽-거리다
6001,웨죽웨죽-하다,동사,팔을 훼훼 내저으며 느릿느릿 계속 걸어가다.,비슷한말 웨죽-거리다
6101,웩웩-거리다,동사,구역질이 나서 갑자기 마구 토하는 소리가 잇따라 나다.,"비슷한말 웩웩-대다, 웩웩-하다"
6103,웩웩-대다,동사,구역질이 나서 갑자기 마구 토하는 소리가 잇따라 나다.,비슷한말 웩웩-거리다
6105,웩웩-하다,동사,구역질이 나서 잇따라 마구 토하는 소리가 나다.,비슷한말 웩웩-거리다
6384,웽겅-거리다,동사,쇠붙이 따위가 마구 부딪치는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"비슷한말 웽겅-대다, 웽겅웽겅-하다
참고 어휘 왱강-거리다"
6385,웽겅-대다,동사,쇠붙이 따위가 마구 부딪치는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,비슷한말 웽겅-거리다
6389,웽겅웽겅-하다,동사,쇠붙이 따위가 잇따라 마구 부딪치는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 웽겅-거리다
6393,웽겅젱겅-하다,동사,얇고 큰 쇠붙이 따위가 마구 부딪쳐 울리는 소리가 나다. 또는 그런 소리를 내다.,
6397,웽그렁-거리다,동사,큰 방울 따위가 흔들리며 요란스럽게 부딪치는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"비슷한말 웽그렁-대다, 웽그렁웽그렁-하다"
6398,웽그렁-대다,동사,큰 방울 따위가 흔들리며 요란스럽게 부딪치는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,비슷한말 웽그렁-거리다
6400,웽그렁뎅그렁-하다,동사,큰 방울이나 놋그릇 따위가 마구 부딪치며 요란스럽게 울리는 소리가 나다. 또는 그런 소리를 내다.,"준말 웽겅뎅겅-하다
참고 어휘 왱그랑댕그랑-하다"
6402,웽그렁웽그렁-하다,동사,큰 방울 따위가 흔들리며 잇따라 요란스럽게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 웽그렁-거리다
6410,웽웽-거리다,동사,날벌레나 돌팔매 따위가 빠르게 날아가는 소리가 잇따라 나다.,"비슷한말 웽웽-대다, 웽웽-하다"
6412,웽웽-대다,동사,날벌레나 돌팔매 따위가 빠르게 날아가는 소리가 잇따라 나다.,비슷한말 웽웽-거리다
6414,웽웽-하다,동사,날벌레나 돌팔매 따위가 잇따라 빠르게 날아가는 소리가 나다.,비슷한말 웽웽-거리다
6911,위-덮다,동사,남보다 뛰어나서 그를 능가하다.,
6959,위-들다,동사,"연을 날릴 때, 남의 연줄을 엎어눌러 얽히게 할 수 있는 위치에 들다.",
7816,위-서다,동사,혼인 때에 신랑이나 신부를 따라가다.,
8236,위아랫물-지다,동사,두 가지의 액체가 서로 섞이지 아니하고 나누어지다.,
10432,윙윙-거리다,동사,조금 큰 벌레나 돌 따위가 매우 빠르고 세차게 날아가는 소리가 잇따라 나다.,"비슷한말 윙윙-대다, 윙윙-하다"
