20514,초롱-하다,형용사,눈이 정기가 있고 맑다.,
20538,초름-하다,형용사,넉넉하지 못하고 조금 모자라다.,
23455,촉-빠르다,형용사,생기가 있고 재치가 빠르다.,
23617,촉초근-하다,형용사,물기가 조금 있어 젖은 듯한 느낌이 있다.,"비슷한말 촉촉지근-하다
참고 어휘 축추근-하다"
23625,촉촉지근-하다,형용사,물기가 조금 있어 젖은 듯한 느낌이 있다.,"비슷한말 촉초근-하다
참고 어휘 축축지근-하다"
23627,촉촉-하다,형용사,물기가 있어 조금 젖은 듯하다.,참고 어휘 축축-하다
24075,촐촐-하다,형용사,배가 조금 고픈 느낌이 있다.,참고 어휘 출출-하다
24090,촘촘-하다,형용사,틈이나 간격이 매우 좁거나 작다.,
25337,총총-하다,형용사,촘촘하고 많은 별빛이 또렷또렷하다.,
28160,추근추근-하다,형용사,성질이나 태도가 검질기고 끈덕지다.,
28439,추레-하다,형용사,겉모양이 깨끗하지 못하고 생기가 없다.,
29802,추지다,형용사,물기가 배어 눅눅하다.,
31404,축추근-하다,형용사,물기가 있어 젖은 듯한 느낌이 있다.,"비슷한말 축축지근-하다
참고 어휘 촉초근-하다"
31416,축축지근-하다,형용사,물기가 있어 젖은 듯한 느낌이 있다.,"비슷한말 축추근-하다
참고 어휘 촉촉지근-하다"
31417,축축-하다,형용사,물기가 있어 젖은 듯하다.,참고 어휘 촉촉-하다
32541,출무성-하다,형용사,굵거나 가는 데가 없이 위아래가 모두 비슷하다.,
33332,출출-하다,형용사,배가 고픈 느낌이 있다.,참고 어휘 촐촐-하다
33704,춥다,형용사,대기의 온도가 낮다.,반대말 덥다
33706,춥디-춥다,형용사,매우 춥다.,반대말 덥디-덥다
33708,춥춥-스럽다,형용사,태도나 행동이 정갈하지 못하고 지저분한 데가 있다.,
34674,충충-하다,형용사,물이나 빛깔 따위가 맑거나 산뜻하지 못하고 흐리고 침침하다.,
36856,츱츱-스럽다,형용사,보기에 너절하고 염치없는 데가 있다.,
36857,츱츱-하다,형용사,너절하고 염치가 없다.,
37476,치근치근-하다,형용사,끈기 있는 물건 따위가 맞닿아서 불쾌한 느낌이 있다.,
37722,치뜰다,형용사,행실이나 성질 따위가 나쁘고 더럽다.,
37754,치렁치렁-하다,형용사,길게 드리운 물건이 바닥에 닿을 듯 말 듯 부드럽게 늘어져 있다.,
37755,치렁-하다,형용사,길게 드리운 물건이 바닥에 닿을 만큼 부드럽게 늘어져 있다.,
38060,치면-하다,형용사,그릇 속의 내용물이 거의 가장자리까지 차 있다.,
38480,치신머리-사납다,형용사,‘치신사납다’를 속되게 이르는 말.,"비슷한말 채신-사납다, 처신-사납다(處身사납다), 치신-사납다
참고 어휘 채신머리-사납다"
38481,치신머리-없다,형용사,‘치신없다’를 속되게 이르는 말.,"비슷한말 채신-없다, 처신-없다(處身없다), 치신-없다
참고 어휘 채신머리-없다"
38485,치신-사납다,형용사,몸가짐을 잘못하여 꼴이 몹시 언짢다.,"비슷한말 채신-사납다, 처신-사납다(處身사납다), 치신머리-사납다"
38486,치신-없다,형용사,말이나 행동이 경솔하여 위엄이나 신망이 없다.,"비슷한말 채신-없다, 처신-없다(處身없다), 치신머리-없다"
38702,치어-나다,형용사,똑똑하고 뛰어나다.,"비슷한말 빼어-나다, 잘-나다
반대말 못-나다"
39544,칙살-맞다,형용사,하는 짓이나 말 따위가 얄밉게 잘고 더럽다.,참고 어휘 착살-맞다
39546,칙살-스럽다,형용사,하는 짓이나 말 따위가 잘고 더러운 데가 있다.,참고 어휘 착살-스럽다
39548,칙살-하다,형용사,하는 짓이나 말 따위가 잘고 더럽다.,참고 어휘 착살-하다
39589,칙칙-하다,형용사,빛깔이나 분위기 따위가 산뜻하거나 맑지 아니하고 컴컴하고 어둡다.,
40238,친친-하다,형용사,축축하고 끈끈하여 불쾌한 느낌이 있다.,
40619,칠럼-하다,형용사,조금만 흔들려도 넘칠 만큼 큰 그릇 따위에 액체가 그득하다.,
40626,칠렁칠렁-하다,형용사,물 따위가 넘칠 듯 매우 많이 괴어 있다.,
40627,칠렁-하다,형용사,물 따위가 넘칠 듯 많이 괴어 있다.,
41108,칠칠-맞다,형용사,‘칠칠하다’를 속되게 이르는 말.,
41122,칠칠찮다,형용사,깨끗하고 단정하지 아니하고 주접이 들다.,
41124,칠칠-하다,형용사,"나무, 풀, 머리털 따위가 잘 자라서 알차고 길다.",
42593,칩칩-스럽다,형용사,지저분하고 끈덕지게 들러붙는 데가 있다.,
43280,카랑카랑-하다,형용사,목소리가 쇳소리처럼 매우 맑고 높다.,
43282,카랑-하다,형용사,목소리가 쇳소리처럼 맑고 높다.,
45166,칼-같다,형용사,"마음이나 의지, 약속 이행 따위가 아주 분명하고 정확하다.",
45769,칼칼-하다,형용사,목이 말라서 물이나 술 따위를 마시고 싶은 느낌이 있다.,참고 어휘 컬컬-하다
47154,컁컁-하다,형용사,얼굴이 몹시 여위어 날카롭게 보이다.,
47205,커-다랗다,형용사,매우 크다. 또는 아주 큼직하다.,"준말 커-닿다
반대말 작-다랗다"
47507,커엽다,형용사,인터넷 게시판 따위에서 ‘귀엽다’는 뜻으로 쓰는 말. 글자 모양이 비슷하다는 점을 이용하여 재미있게 적은 것에서 비롯되었다.,
48470,컬컬-하다,형용사,목이 몹시 말라서 물이나 술 따위를 마시고 싶은 느낌이 있다.,참고 어휘 칼칼-하다
,어휘,품사,뜻풀이,관련 어휘
,어휘,품사,뜻풀이,관련 어휘
37,녹신녹신-하다,형용사,질기거나 차진 물체가 여럿이 다 또는 매우 무르고 보드랍다.,
42,녹신-하다,형용사,질기거나 차진 물체가 좀 무르고 보드랍다.,참고 어휘 눅신-하다
48,녹실녹실-하다,형용사,질기거나 차진 물체가 여럿이 다 또는 매우 무르고 말랑말랑하다.,
51,녹실-하다,형용사,질기거나 차진 물체가 매우 무르고 말랑하다.,참고 어휘 눅실-하다
244,녹작지근-하다,형용사,온몸에 힘이 없고 맥이 풀려 몹시 나른하다.,"비슷한말 노작지근-하다, 녹지근-하다"
303,녹지근-하다,형용사,온몸에 힘이 없고 맥이 풀려 몹시 나른하다.,비슷한말 녹작지근-하다
339,녹진녹진-하다,형용사,물기가 약간 있어 녹녹하면서 끈끈하다.,
343,녹진-하다,형용사,물기가 약간 있어 녹녹하면서 끈끈하다.,
1668,놀놀-하다,형용사,털이나 풀 따위의 빛깔이 노르스름하다.,참고 어휘 눌눌-하다
1690,놀다,형용사,드물어서 구하기 어렵다.,
1723,놀랍다,형용사,감동을 일으킬 만큼 훌륭하거나 굉장하다.,비슷한말 선겁다
1793,놀면-하다,형용사,보기 좋을 만큼 알맞게 노르스름하다.,참고 어휘 눌면-하다
3865,높나직-하다,형용사,다소 높거나 낮다.,
3875,높다,형용사,아래에서 위까지의 길이가 길다.,반대말 낮다
3889,높-다랗다,형용사,썩 높다.,
3896,높디-높다,형용사,더할 수 없을 정도로 높다.,
3915,높으락낮으락-하다,형용사,높았다 낮았다 하여 높낮이가 고르지 아니하다.,
4044,높지막-하다,형용사,위치가 꽤 높직하다.,반대말 나지막-하다
4048,높직높직-하다,형용사,위치가 다 꽤 높다.,반대말 나직나직-하다
4050,높직-하다,형용사,위치가 꽤 높다.,반대말 나직-하다
4052,높-푸르다,형용사,높고 푸르다.,
4278,뇌꼴-스럽다,형용사,보기에 아니꼽고 얄미우며 못마땅한 데가 있다.,
4366,뇌랗다,형용사,생기가 없이 몹시 노랗다.,참고 어휘 뉘렇다
4403,뇌르끄레-하다,형용사,곱지 아니하고 엷게 뇌랗다.,참고 어휘 뉘르끄레-하다
4891,뇌-하다,형용사,천하고 더럽다.,
5243,누그럽다,형용사,마음씨가 따뜻하고 부드러우며 융통성이 있다.,
5247,누그름-하다,형용사,약간 누글누글하게 묽다.,참고 어휘 노그름-하다
5262,누글누글-하다,형용사,꽤 무르고 부드럽다.,
5281,누긋누긋-하다,형용사,여럿이 다 또는 매우 메마르지 않고 눅눅하다.,
5286,누긋-하다,형용사,메마르지 않고 좀 눅눅하다.,참고 어휘 노긋-하다
5318,누꿈-하다,형용사,전염병이나 해충 따위의 퍼지는 기세가 매우 심하다가 조금 누그러져 약해지다.,
5399,누덕누덕-하다,형용사,해지고 찢어진 곳이 여기저기 너저분하게 기워지거나 덧붙여져 있다.,
5555,누렁누렁-하다,형용사,누런 빛깔이 도는 상태에 있다.,
5589,누렇다,형용사,익은 벼와 같이 다소 탁하고 어둡게 누르다.,참고 어휘 노랗다
5693,누르께-하다,형용사,곱지도 짙지도 않게 누르다.,"비슷한말 누리끼리-하다
참고 어휘 노르께-하다, 노리끼리-하다"
5695,누르끄레-하다,형용사,곱지 않고 엷게 누르다.,참고 어휘 노르끄레-하다
5697,누르끄름-하다,형용사,조금 어둡게 누르스름하다.,참고 어휘 노르끄름-하다
5700,누르끄무레-하다,형용사,엷게 누르다.,참고 어휘 노르끄무레-하다
5711,누르다,형용사,황금이나 놋쇠의 빛깔과 같이 다소 밝고 탁하다.,참고 어휘 노르다
5715,누르데데-하다,형용사,산뜻하지 못하고 좀 천박하게 누르스름하다.,참고 어휘 노르대대-하다
5717,누르뎅뎅-하다,형용사,고르지 않게 누르스름하다.,참고 어휘 노르댕댕-하다
5718,누르디-누르다,형용사,더할 나위 없이 누르다.,
5726,누르무레-하다,형용사,선뜻하지 않고 엷게 누르다.,참고 어휘 노르무레-하다
5733,누르-붉다,형용사,누르면서 붉다.,
5735,누르뻑뻑-하다,형용사,빛깔이 누르고 물기가 적다.,
5738,누르스레-하다,형용사,조금 누르다.,"비슷한말 누르스름-하다, 누름-하다, 누릇-하다
참고 어휘 노르스레-하다"
5741,누르스름-하다,형용사,조금 누르다.,"비슷한말 누르스레-하다, 누름-하다, 누릇-하다
참고 어휘 노르스레-하다, 노르스름-하다, 노름-하다, 노릇-하다"
5747,누르죽죽-하다,형용사,칙칙하고 고르지 않게 누르스름하다.,참고 어휘 노르족족-하다
5751,누르칙칙-하다,형용사,산뜻하지 않고 짙게 누렇다.,참고 어휘 노르칙칙-하다
5756,누르퉁퉁-하다,형용사,윤기가 없어 산뜻하지 않게 누르다.,
5759,누르튀튀-하다,형용사,너저분해 보일 정도로 탁하게 누르스름하다.,참고 어휘 노르퇴퇴-하다
5799,누름누름-하다,형용사,군데군데 누르스름하다.,비슷한말 누릇누릇-하다
5842,누름-하다,형용사,조금 누르다.,"비슷한말 누르스레-하다, 누르스름-하다, 누릇-하다
참고 어휘 노르스레-하다, 노르스름-하다, 노름-하다, 노릇-하다"
5852,누릇누릇-하다,형용사,군데군데 누르스름하다.,비슷한말 누름누름-하다
5854,누릇-하다,형용사,조금 누르다.,"비슷한말 누르스레-하다, 누르스름-하다, 누름-하다
참고 어휘 노릇-하다"
5885,누리끼리-하다,형용사,곱지도 짙지도 않게 누르다.,"비슷한말 누르께-하다
참고 어휘 노르께-하다, 노리끼리-하다"
5888,누리다,형용사,"짐승의 고기에서 나는 기름기 냄새나, 고기 또는 털 따위의 단백질이 타는 것처럼 냄새가 역겹다.",참고 어휘 노리다
5909,누리척지근-하다,형용사,누린 냄새가 조금 나는 듯하다.,"준말 누리치근-하다, 누척지근-하다
비슷한말 누케-하다
참고 어휘 노리착지근-하다"
5928,누릿-하다,형용사,맛이나 냄새가 약간 누리다.,참고 어휘 노릿-하다
6737,누지근-하다,형용사,좀 축축한 기운이 있는 듯하다.,
6741,누-지다,형용사,습기를 먹어 축축한 기운이 있다.,
6854,누케-하다,형용사,누린 냄새가 조금 나는 듯하다.,비슷한말 누리척지근-하다
6959,눅눅-하다,형용사,축축한 기운이 약간 있다.,참고 어휘 녹녹-하다
6967,눅다,형용사,반죽 따위가 무르다.,
6983,눅신눅신-하다,형용사,질기거나 차진 물체가 여럿이 다 또는 매우 무르고 부드럽다.,
6984,눅신-하다,형용사,질기거나 차진 물체가 무르고 부드럽다.,참고 어휘 녹신-하다
6988,눅실눅실-하다,형용사,질기거나 차진 물체가 여럿이 다 또는 매우 무르고 물렁물렁하다.,
6989,눅실-하다,형용사,질기거나 차진 물체가 매우 무르고 물렁하다.,참고 어휘 녹실-하다
7009,눅지근-하다,형용사,성격 따위가 느긋하고 너그러운 듯하다.,
7019,눅진눅진-하다,형용사,물기가 있어 매우 눅눅하면서 끈끈하다.,비슷한말 눅진-거리다
7023,눅진-하다,형용사,물기가 약간 있어 눅눅하면서 끈끈하다.,
7177,눈곱만-하다,형용사,보잘것없이 썩 적거나 작다.,
7180,눈곱자기만-하다,형용사,(속되게) 보잘것없이 썩 적거나 작다.,
7366,눈-길다,형용사,시선이 좌우로 꽉 차다.,
7538,눈꼴-사납다,형용사,보기에 아니꼬워 비위에 거슬리게 밉다.,
7539,눈꼴-시다,형용사,하는 짓이 거슬리어 보기에 아니꼽다.,비슷한말 눈꼴-틀리다
7544,눈꼴-틀리다,형용사,하는 짓이 거슬리어 보기에 아니꼽다.,비슷한말 눈꼴-시다
7925,눈물-겹다,형용사,눈물이 날 만큼 가엾고 애처롭다.,
8121,눈-부시다,형용사,빛이 아주 아름답고 황홀하다.,
9114,눌눌-하다,형용사,털이나 풀 따위의 빛깔이 누르스름하다.,참고 어휘 놀놀-하다
9187,눌면-하다,형용사,보기 좋을 만큼 알맞게 누르스름하다.,참고 어휘 놀면-하다
9357,뉘렇다,형용사,생기가 없이 몹시 누렇다.,참고 어휘 뇌랗다
9361,뉘르끄레-하다,형용사,곱지 않고 엷게 뉘렇다.,참고 어휘 뇌르끄레-하다
9396,뉘쁘다,형용사,뉘우치는 생각이 있다.,비슷한말 뉘우쁘다
9436,뉘엿뉘엿-하다,형용사,해가 곧 지려고 산이나 지평선 너머로 조금씩 차츰 넘어가는 상태에 있다.,"비슷한말 뉘엿-거리다, 뉘엿-대다"
9441,뉘엿-하다,형용사,해가 곧 지려고 하는 상태에 있다.,
9453,뉘우쁘다,형용사,뉘우치는 생각이 있다.,비슷한말 뉘쁘다
9467,뉘지근-하다,형용사,맛이나 냄새 따위가 누리다.,비슷한말 뉘척지근-하다
9475,뉘척지근-하다,형용사,맛이나 냄새 따위가 누리다.,비슷한말 뉘지근-하다
10001,느근-하다,형용사,먹은 것이 내려가지 아니하여 속이 느끼하다.,
10007,느글느글-하다,형용사,먹은 것이 내려가지 아니하여 곧 게울 듯이 속이 매우 메스껍고 느끼하다.,
10014,느긋느긋-하다,형용사,먹은 것이 내려가지 아니하여 속이 매우 느끼하다.,
10017,느긋-하다,형용사,먹은 것이 내려가지 아니하여 속이 느끼하다.,준말 늑-하다
10024,느껍다,형용사,어떤 느낌이 마음에 북받쳐서 벅차다.,
10030,느끄름-하다,형용사,날씨 따위가 흐리어 침침하다.,
10047,느끼-하다,형용사,비위에 맞지 아니할 만큼 음식에 기름기가 많다.,
10098,느닷-없다,형용사,나타나는 모양이 아주 뜻밖이고 갑작스럽다.,
10125,느럭느럭-하다,형용사,말이나 행동이 퍽 느리다.,
10168,느른-하다,형용사,맥이 풀리거나 고단하여 몹시 기운이 없다.,참고 어휘 나른-하다
10198,느리다,형용사,어떤 동작을 하는 데 걸리는 시간이 길다.,"비슷한말 서완-하다(徐緩하다), 완-하다(緩하다)
반대말 빠르다"
10221,느리터분-하다,형용사,"행동, 성질 따위가 느리고 답답하다.",
10264,느릿느릿-하다,형용사,동작이 재지 못하고 매우 느리다.,비슷한말 완완-하다(緩緩하다)
10267,느릿-하다,형용사,동작이 재지 못하고 느린 듯하다.,참고 어휘 나릿-하다
10293,느물-스럽다,형용사,말이나 행동이 능글맞은 데가 있다.,
10313,느슨-하다,형용사,잡아맨 끈이나 줄 따위가 늘어져 헐겁다.,참고 어휘 나슨-하다
10404,느지막-하다,형용사,시간이나 기한이 매우 늦다.,
10410,느직느직-하다,형용사,동작이 아주 굼뜨다.,
10415,느직-하다,형용사,일정한 때보다 좀 늦다.,
10427,느짓느짓-하다,형용사,움직임이 여럿이 다 또는 매우 느리다.,
10431,느짓-하다,형용사,움직임이 느리다.,
10788,는적는적-하다,형용사,물체가 매우 힘없이 축 처지거나 무른 느낌이 있다.,
10805,는지럭는지럭-하다,형용사,물체가 심하게 물크러질 정도로 힘없이 축 처지거나 무른 느낌이 있다.,
10815,는질는질-하다,형용사,물체가 물크러질 정도로 힘없이 축 처지거나 무른 느낌이 있다.,
10820,는질-맞다,형용사,말이나 행동이 매우 능글맞다.,
10952,늘비-하다,형용사,질서 없이 여기저기 많이 늘어서 있거나 놓여 있다.,참고 어휘 즐비-하다(櫛比하다)
10976,늘썽늘썽-하다,형용사,"천, 대나무 따위의 짜임새나 엮음새가 여럿이 다 또는 매우 설핏하다.",
10980,늘썽-하다,형용사,"천, 대나무 따위의 짜임새나 엮음새가 설핏하다.",참고 어휘 날쌍-하다
10987,늘씬늘씬-하다,형용사,여럿이 다 또는 매우 몸이 가늘고 키가 커서 맵시가 있다.,
10989,늘씬-하다,형용사,몸을 가누지 못할 정도로 축 늘어져 있다.,
11087,늘쩍지근-하다,형용사,몹시 느른하다.,참고 어휘 날짝지근-하다
11094,늘쩡늘쩡-하다,형용사,성질이나 됨됨이가 꽤 느리고 야무지지 못하다.,
11108,늘-차다,형용사,능란하고 재빠르다.,
11122,늘컹늘컹-하다,형용사,너무 물러서 자꾸 늘어질 듯하다.,
11125,늘컹-하다,형용사,너무 물러서 늘어질 듯하다.,
11138,늘큰늘큰-하다,형용사,꽤 물러서 자꾸 늘어질 듯하다.,
11141,늘큰-하다,형용사,꽤 물러서 늘어질 듯하다.,
11154,늘펀-하다,형용사,퍼지르고 앉거나 누운 모양이 펀펀하고 넓다.,
11197,늙수그레-하다,형용사,꽤 늙어 보이다.,비슷한말 늙수레-하다
11199,늙수레-하다,형용사,꽤 늙어 보이다.,비슷한말 늙수그레-하다
11202,늙숙-하다,형용사,조금 늙고 점잖은 태도가 있다.,
11292,늙직-하다,형용사,상당히 늙은 듯하다.,
11412,늡늡-하다,형용사,성격이 너그럽고 활달하다.,
11449,능갈-맞다,형용사,얄밉도록 몹시 능청스럽다.,
11450,능갈-스럽다,형용사,얄밉도록 몹시 능청을 떠는 데가 있다.,
11451,능갈-지다,형용사,몹시 능갈맞다.,
11453,능갈-치다,형용사,남이 잘 알아채지 못하게 잘 둘러대는 재주가 뛰어나다.,
11510,능글능글-하다,형용사,음흉하고 능청스럽다.,
11512,능글-맞다,형용사,태도가 음흉하고 능청스러운 데가 있다.,
11514,능글-스럽다,형용사,보기에 음흉하고 능청스러운 데가 있다.,
11519,능글-차다,형용사,매우 음흉하고 능청스럽다.,
12034,능준-하다,형용사,역량이나 수량 따위가 표준에 미치고도 남아서 넉넉하다.,
12085,능청-맞다,형용사,속으로는 엉큼한 마음을 숨기고 겉으로는 천연스럽게 행동하는 태도가 있다.,
12086,능청-스럽다,형용사,속으로는 엉큼한 마음을 숨기고 겉으로는 천연스럽게 행동하는 데가 있다.,
12217,늦다,형용사,기준이 되는 때보다 뒤져 있다.,반대말 이르다
12532,니글니글-하다,형용사,먹은 것이 내려가지 아니하여 곧 게울 듯이 속이 매우 메스껍다.,
14493,다다귀다다귀-하다,형용사,‘다닥다닥하다’의 본말.,준말 다닥다닥-하다
14539,다닥다닥-하다,형용사,자그마한 것들이 한곳에 많이 붙어 있다.,본말 다다귀다다귀-하다
14819,다-되다,형용사,완전히 그르친 상태에 있다.,
14992,다디-달다,형용사,매우 달다.,반대말 쓰디-쓰다
15058,다라지다,형용사,여간한 일에 겁내지 아니할 만큼 사람됨이 야무지다.,
15071,다락-같다,형용사,물건값이 매우 비싸다.,
15081,다락다락-하다,형용사,물방울 따위가 많이 매달려 있다.,
15137,다랍다,형용사,때나 찌꺼기 따위가 있어 조금 지저분하다.,참고 어휘 더럽다
15192,다래다래-하다,형용사,작은 물건이 많이 매달려 있거나 늘어져 있다.,
15362,다르다,형용사,비교가 되는 두 대상이 서로 같지 아니하다.,반대말 같다
15389,다르르-하다,형용사,어떤 일에 능통하여 막힘이 없다.,
15485,다름-없다,형용사,견주어 보아 같거나 비슷하다.,
16174,다문다문-하다,형용사,시간적으로 잦지 아니하고 좀 드물다.,
16441,다-밭다,형용사,길이가 몹시 짧다.,
16537,다보록다보록-하다,형용사,풀이나 작은 나무 따위가 여럿이 다 탐스럽게 소복하다.,
16541,다보록-하다,형용사,풀이나 작은 나무 따위가 탐스럽게 소복하다.,참고 어휘 더부룩-하다
16556,다복다복-하다,형용사,풀이나 나무 따위가 여기저기 아주 탐스럽게 소복하다.,
16567,다복-하다,형용사,풀이나 나무 따위가 아주 탐스럽게 소복하다.,참고 어휘 더북-하다
16606,다부지다,형용사,벅찬 일을 견디어 낼 만큼 굳세고 야무지다.,
16667,다불다불-하다,형용사,어린아이의 머리털이 늘어져 있다.,
16681,다붓다붓-하다,형용사,여럿이 다 매우 가깝게 붙어 있다.,
16684,다붓-하다,형용사,매우 가깝게 붙어 있다.,
16730,다뿍다뿍-하다,형용사,여럿이 분량이 다소 넘치게 많다.,
16731,다뿍-하다,형용사,분량이 다소 넘치게 많다.,
16753,다사-롭다,형용사,따뜻한 기운이 조금 있다.,참고 어휘 따사-롭다
16777,다사-하다,형용사,조금 따뜻하다.,참고 어휘 따사-하다
17018,다소곳-하다,형용사,고개를 조금 숙이고 온순한 태도로 말이 없다.,
17189,다스-하다,형용사,조금 다습다.,"참고 어휘 드스-하다, 따스-하다"
17210,다습다,형용사,알맞게 따뜻하다.,"참고 어휘 드습다, 따습다"
17304,다시-없다,형용사,그보다 더 나은 것이 없다.,
17513,다옥-하다,형용사,초목 따위가 자라서 우거져 있다.,
19652,다직-하다,형용사,"‘기껏 한다고 하면’, ‘기껏 많게 잡아서’, ‘기껏 많다고 하여야’의 뜻으로 쓰는 말.",
20117,다함-없다,형용사,그지없이 크거나 많다.,
20477,닥작닥작-하다,형용사,먼지나 때 따위가 좀 두껍게 끼어 있다.,
20498,닥지닥지-하다,형용사,때나 먼지 따위가 많이 끼어 있다.,
21585,단단-하다,형용사,어떤 힘을 받아도 쉽게 그 모양이 변하거나 부서지지 아니하는 상태에 있다.,참고 어휘 딴딴-하다
25468,단작-맞다,형용사,하는 짓이 얄밉게 치사스럽고 다라운 데가 있다.,참고 어휘 던적-맞다
25469,단작-스럽다,형용사,하는 짓이 보기에 치사하고 다라운 데가 있다.,참고 어휘 던적-스럽다
25906,단지럽다,형용사,말이나 행동이 좀 더럽다.,참고 어휘 던지럽다
26287,단출-하다,형용사,식구나 구성원이 많지 않아서 홀가분하다.,
27098,달갑다,형용사,거리낌이나 불만이 없어 마음이 흡족하다.,
27100,달갑잖다,형용사,거리낌이나 불만이 있어 마음이 흡족하지 아니하다.,
27278,달곰삼삼-하다,형용사,맛이 조금 달고 싱거운 듯하면서도 맛있다.,
27282,달곰쌉쌀-하다,형용사,조금 달면서 약간 쓴맛이 있다.,
27284,달곰씁쓸-하다,형용사,단맛이 나면서 조금 쓰다.,
27457,달근달근-하다,형용사,재미가 있고 마음에 들다.,
27587,달다,형용사,꿀이나 설탕의 맛과 같다.,
27704,달람-하다,형용사,옷의 길이가 썩 짧다.,참고 어휘 덜름-하다
27726,달랑달랑-하다,형용사,물품 따위가 거의 다 소비되어 얼마 남아 있지 않다.,
27928,달름-하다,형용사,입은 옷이 몸에 비하여 길이가 조금 짧다.,
28191,달보드레-하다,형용사,약간 달큼하다.,참고 어휘 들부드레-하다
28347,달싹-하다,형용사,붙어 있던 가벼운 물건이 조금 떠들려 있다.,
28519,달짝지근-하다,형용사,약간 달콤한 맛이 있다.,"준말 달짜근-하다
참고 어휘 달착지근-하다, 들쩍지근-하다"
28523,달짝-하다,형용사,달콤한 맛이 있다.,
28601,달콤새큼-하다,형용사,단맛이 나면서 조금 신 맛이 있다.,참고 어휘 달곰새금-하다
28602,달콤쌉싸래-하다,형용사,감칠맛이 있게 달면서도 조금 쓴 맛이 있는 듯하다.,비슷한말 달콤쌉싸름-하다
28603,달콤쌉싸름-하다,형용사,감칠맛이 있게 달면서도 조금 쓴 맛이 있는 듯하다.,비슷한말 달콤쌉싸래-하다
28604,달콤쌉쌀-하다,형용사,달면서 약간 쓴맛이 있다.,
28605,달콤씁쓸-하다,형용사,감칠맛 있게 달면서 조금 쓴맛이 나다.,
28607,달콤-하다,형용사,감칠맛이 있게 달다.,"비슷한말 달큼-하다
참고 어휘 달곰-하다, 달금-하다"
28621,달크무레-하다,형용사,약간 달큼하다.,
28627,달큼-하다,형용사,감칠맛이 있게 꽤 달다.,"비슷한말 달콤-하다
참고 어휘 달곰-하다, 달금-하다"
28888,닭살-스럽다,형용사,소름이 돋을 정도로 말이나 행동이 간지럽고 유치한 데가 있다.,
29381,담덕-하다,형용사,담력이 크다.,
29849,담뿍담뿍-하다,형용사,여럿이 다 또는 매우 넘칠 정도로 가득하거나 소복하다.,
29854,담뿍-하다,형용사,넘칠 정도로 가득하거나 소복하다.,
29868,담상담상-하다,형용사,드물고 성기다.,
30000,담숙-하다,형용사,포근하고 폭신하다.,
30003,담숭담숭-하다,형용사,간격이 촘촘하지 못하고 조금 드문드문하다.,
30525,답답-하다,형용사,숨이 막힐 듯이 갑갑하다.,"비슷한말 도울-하다(陶鬱하다), 울연-하다(鬱然하다)"
31097,당그랗다,형용사,넓은 공간에 홀로 우뚝 드러나 있다.,참고 어휘 덩그렇다
31139,당글당글-하다,형용사,작고 둥근 것이 단단하고 탄력 있다.,
32008,당실-하다,형용사,건물 따위가 맵시 있게 높다.,참고 어휘 덩실-하다
32035,당알-지다,형용사,사람의 됨됨이나 인품이 알차고 똑똑하다.,
32432,당차다,형용사,나이나 몸집에 비하여 마음가짐이나 하는 짓이 야무지고 올차다.,
33314,대견-스럽다,형용사,보기에 흐뭇하고 자랑스러운 데가 있다.,
33317,대견-하다,형용사,흐뭇하고 자랑스럽다.,
34109,대그르르-하다,형용사,가늘거나 작은 물건들 가운데서 조금 굵거나 크다.,
34136,대근-하다,형용사,견디기가 어지간히 힘들고 만만하지 않다.,
34141,대글대글-하다,형용사,가늘거나 작은 물건들 가운데서 몇 개가 드러나게 조금 굵거나 크다.,
34702,대끼다,형용사,두렵고 마음이 불안하다.,
34994,대단-스럽다,형용사,보기에 대단한 데가 있다.,
35004,대단찮다,형용사,그다지 중요하지 않다.,
35006,대단-하다,형용사,매우 심하다.,
37767,대살-지다,형용사,몸이 야위고 파리하다.,
38374,대수-롭다,형용사,중요하게 여길 만하다.,
41022,대중-없다,형용사,짐작을 할 수가 없다.,
41390,대-차다,형용사,성미가 꿋꿋하며 세차다.,
44266,댕가리-지다,형용사,여간한 일에는 놀라지 않을 정도로 깜찍하고 야무지다.,
44328,댕그랗다,형용사,외따로 떨어져 있거나 홀로 남아 있다.,
44340,댕글댕글-하다,형용사,책을 막힘없이 줄줄 잘 읽는 데가 있다.,
44403,댕댕-하다,형용사,살이 몹시 찌거나 붓거나 하여 팽팽하다.,
44411,댕돌-같다,형용사,물체나 몸이 돌과 같이 야무지고 단단하다.,
44433,댕청-하다,형용사,‘멍청하다’를 속되게 이르는 말. ‘멍’을 형태가 비슷한 ‘댕’으로 바꾸어 표현한 것이다.,
44574,더넘-스럽다,형용사,다루기에 버거운 데가 있다.,
44577,더넘-차다,형용사,다루기에 거북할 정도로 벅차다.,
44611,더더귀더더귀-하다,형용사,‘더덕더덕하다’의 본말.,준말 더덕더덕-하다
44631,더덕더덕-하다,형용사,자그마한 것들이 곳곳에 많이 붙어 있다.,본말 더더귀더더귀-하다
44663,더덜뭇-하다,형용사,결단성이나 다잡는 힘이 모자라다.,
44781,더디다,형용사,어떤 움직임이나 일에 걸리는 시간이 오래다.,
44860,더럽다,형용사,때나 찌꺼기 따위가 있어 지저분하다.,참고 어휘 다랍다
44891,더리다,형용사,격에 맞지 않아 마음에 달갑지 않다.,
